GeneID	classification
AT2G30990	Short Up–Long Down
AT2G31585	Short Up–Long Down
AT2G31730	Short Up–Long Down
AT2G34430	Frequent
AT2G34840	Short Up
AT2G37110	Short Up
AT2G37150	Short Up
AT2G38360	Short Up
AT2G39250	Short Up
AT2G40750	Short Up
AT2G41490	Short Up
AT2G43340	Frequent
AT2G44180	Short Up–Long Down
AT2G45010	Short Up
AT2G45380	Short Up
AT3G02510	Short Up
AT3G07350	Short Up–Down
AT3G07780	Short Up–Long Down
AT3G10520	Short Up
AT3G11880	Short Up
AT3G13610	Short Up
AT3G14170	Frequent
AT3G17030	Short Up
AT3G17810	Short Up–Long Down
AT3G21630	Short Up
AT3G28345	Short Up–Down
AT3G30720	Short Up
AT3G44798	Short Up–Down
AT3G45860	Short Up
AT3G57930	Short Up
AT3G59050	Short Up
AT3G61640	Short Up
AT4G01120	Short Up–Long Down
AT4G01850	Short Up
AT4G02130	Short Up
AT4G02520	Short Up
AT4G03210	Frequent
AT4G04500	Short Up
AT4G11840	Short Up–Long Down
AT4G13340	Frequent
AT4G15450	Short Up
AT4G18197	Short Up
AT4G18930	Short Up
AT4G21740	Short Up
AT4G23150	Short Up
AT4G23310	Short Up
AT4G25110	Short Up–Long Down
AT4G25620	Frequent
AT4G25940	Short Up
AT4G26990	Short Up
AT4G27260	Frequent
AT4G29020	Short Up–Down
AT4G30690	Frequent
AT4G35770	Frequent
AT4G37610	Short Up–Long Down
AT4G37640	Short Up
AT5G02502	Short Up
AT5G03230	Frequent
AT5G03350	Frequent
AT5G04480	Short Up–Long Down
AT5G07820	Short Up–Long Down
AT5G09220	Frequent
AT5G10790	Short Up
AT5G11610	Short Up–Down
AT5G13320	Short Up–Long Down
AT5G18360	Short Up
AT5G19140	Short Up–Long Down
AT5G20250	Frequent
AT5G20960	Short Up–Long Down
AT5G26600	Short Up
AT5G27860	Short Up
AT5G41180	Short Up
AT5G45380	Short Up–Long Down
AT5G45510	Short Up–Long Down
AT5G45670	Short Up–Down
AT5G55860	Short Up–Long Down
AT5G56760	Short Up
AT5G56870	Frequent
AT5G58670	Short Up–Long Down
AT5G59780	Frequent
AT5G60680	Frequent
AT5G61780	Short Up
AT5G65207	Frequent
AT1G03430	Short Up
AT1G03730	Short Up
AT1G03740	Short Up–Long Down
AT1G03990	Short Up
AT1G06830	Short Up–Down
AT1G07630	Short Up–Long Down
AT1G10730	Short Up
AT1G11260	Frequent
AT1G14970	Short Up
AT1G17600	Short Up
AT1G17920	Short Up
AT1G19960	Short Up–Down
AT1G22180	Short Up–Long Down
AT1G22650	Short Up
AT1G23090	Short Up–Down
AT1G23390	Frequent
AT1G25275	Short Up
AT1G26580	Short Up
AT1G26730	Short Up
AT1G31335	Short Up
AT1G32127	Short Up
AT1G34750	Short Up–Long Down
AT1G34760	Frequent
AT1G48430	Short Up
AT1G49500	Frequent
AT1G51860	Short Up
AT1G56220	Frequent
AT1G60440	Short Up
AT1G61250	Short Up
AT1G62810	Frequent
AT1G66940	Short Up–Down
AT1G68840	Frequent
AT1G69040	Frequent
AT1G72180	Short Up–Long Down
AT1G74710	Short Up–Long Down
AT1G75190	Short Up–Down
AT1G77290	Short Up
AT2G02860	Short Up
AT2G04430	Short Up
AT2G05260	Short Up
AT2G17705	Short Up
AT2G17720	Short Up
AT2G17880	Short Up–Long Down
AT2G23450	Short Up–Long Down
AT2G25200	Frequent
AT2G25590	Short Up
AT2G26600	Short Up
AT2G28890	Short Up–Long Down
AT2G29400	Short Up
AT2G34250	Short Up
AT2G39400	Frequent
AT2G40435	Short Up–Long Down
AT2G41090	Short Up
AT2G44200	Short Up
AT2G46520	Short Up
AT2G46590	Short Up
AT3G04720	Short Up–Long Down
AT3G07520	Short Up
AT3G07890	Short Up
AT3G10720	Short Up–Long Down
AT3G15710	Short Up
AT3G23030	Short Up–Long Down
AT3G23120	Short Up
AT3G26090	Short Up
AT3G26210	Short Up–Long Down
AT3G27560	Short Up
AT3G28480	Short Up
AT3G30775	Short Up–Down
AT3G45620	Short Up–Long Down
AT3G47570	Short Up–Long Down
AT3G50740	Frequent
AT3G51330	Short Up
AT3G52430	Frequent
AT3G53670	Short Up
AT3G55130	Short Up
AT3G55240	Frequent
AT3G55646	Short Up–Long Down
AT3G58600	Short Up
AT3G58620	Short Up–Long Down
AT3G59660	Short Up
AT3G59880	Short Up
AT3G62070	Frequent
AT3G62720	Frequent
AT4G00300	Short Up–Long Down
AT4G01720	Short Up–Long Down
AT4G04695	Short Up–Long Down
AT4G17070	Short Up
AT4G18140	Short Up–Long Down
AT4G19990	Short Up
AT4G21560	Short Up
AT4G22690	Short Up–Long Down
AT4G28300	Short Up
AT4G29190	Frequent
AT4G31500	Short Up–Long Down
AT4G36520	Short Up
AT5G02160	Short Up–Long Down
AT5G04870	Short Up
AT5G05480	Short Up
AT5G07770	Short Up–Long Down
AT5G08330	Frequent
AT5G15860	Short Up–Long Down
AT5G18490	Short Up
AT5G20400	Short Up–Long Down
AT5G22920	Frequent
AT5G24200	Short Up
AT5G26690	Short Up–Long Down
AT5G27920	Short Up–Long Down
AT5G40240	Short Up
AT5G43910	Short Up–Long Down
AT5G44060	Short Up
AT5G45840	Short Up
AT5G46330	Frequent
AT5G47180	Short Up
AT5G49570	Short Up–Long Down
AT5G63850	Short Up–Long Down
AT5G64120	Short Up–Down
AT5G64570	Short Up–Down
AT5G66130	Short Up
AT1G09570	Short Up–Long Down
AT1G10020	Frequent
AT1G10700	Short Up
AT1G14210	Short Up
AT1G14740	Short Up–Long Down
AT1G16670	Short Up–Long Down
AT1G21050	Frequent
AT1G22890	Frequent
AT1G25230	Frequent
AT1G27020	Frequent
AT1G27210	Frequent
AT1G29310	Short Up
AT1G29670	Short Up–Down
AT1G30410	Short Up
AT1G33811	Short Up–Down
AT1G59910	Short Up–Long Down
AT1G61430	Short Up
AT1G63900	Short Up–Long Down
AT1G64280	Short Up
AT1G66970	Short Up
AT1G67060	Short Up
AT1G68490	Short Up
AT1G73150	Short Up
AT1G73380	Short Up
AT1G76090	Frequent
AT1G76380	Short Up
AT1G77960	Short Up–Down
AT2G01540	Short Up
AT2G02220	Short Up–Long Down
AT2G02930	Short Up
AT2G03310	Short Up–Down
AT2G04170	Short Up
AT2G05380	Short Up–Long Down
AT2G07180	Short Up
AT2G17130	Short Up
AT2G17450	Short Up–Down
AT2G17710	Frequent
AT2G19130	Short Up
AT2G20370	Short Up
AT2G20960	Short Up
AT2G23200	Short Up
AT2G24330	Short Up
AT2G26400	Short Up–Long Down
AT2G32100	Frequent
AT2G37710	Short Up–Long Down
AT2G40600	Short Up
AT2G42380	Frequent
AT2G43150	Short Up–Long Down
AT2G46440	Short Up–Long Down
AT2G46550	Frequent
AT3G04110	Short Up–Long Down
AT3G04290	Short Up–Down
AT3G10260	Short Up
AT3G12350	Short Up–Long Down
AT3G13050	Short Up
AT3G14470	Short Up–Long Down
AT3G14840	Short Up
AT3G22260	Short Up–Long Down
AT3G23080	Frequent
AT3G23730	Frequent
AT3G29770	Short Up–Down
AT3G44630	Short Up–Long Down
AT3G45290	Short Up
AT3G53680	Short Up–Down
AT3G56800	Short Up
AT3G57480	Short Up
AT3G58120	Frequent
AT3G58900	Short Up
AT3G59330	Short Up
AT3G59570	Short Up
AT3G60260	Short Up–Long Down
AT3G60290	Frequent
AT3G62630	Frequent
AT4G00955	Short Up–Long Down
AT4G01750	Short Up–Long Down
AT4G04570	Frequent
AT4G08500	Short Up
AT4G17900	Short Up
AT4G21534	Short Up–Long Down
AT4G26750	Short Up
AT4G27470	Frequent
AT4G28400	Short Up–Long Down
AT4G34250	Frequent
AT4G36790	Short Up
AT5G02760	Frequent
AT5G04560	Short Up
AT5G08520	Frequent
AT5G16910	Short Up–Long Down
AT5G18210	Short Up
AT5G20740	Short Up
AT5G22500	Short Up–Long Down
AT5G28237	Short Up
AT5G35560	Short Up
AT5G40910	Short Up
AT5G44820	Short Up–Long Down
AT5G46260	Short Up
AT5G46230	Short Up–Long Down
AT5G52540	Short Up
AT5G53550	Short Up–Long Down
AT5G57655	Frequent
AT5G59680	Short Up–Long Down
AT5G61250	Short Up
AT5G62630	Short Up–Long Down
AT5G63190	Frequent
AT5G63490	Short Up
AT5G63620	Short Up–Long Down
AT5G66910	Short Up–Long Down
AT1G01260	Short Up
AT1G02450	Short Up–Down
AT1G03400	Short Up–Long Down
AT1G04800	Frequent
AT1G09195	Short Up
AT1G10657	Frequent
AT1G11000	Short Up–Long Down
AT1G11303	Short Up–Long Down
AT1G11440	Short Up
AT1G11545	Frequent
AT1G11850	Frequent
AT1G14790	Short Up–Long Down
AT1G15020	Frequent
AT1G23490	Short Up
AT1G27100	Short Up–Long Down
AT1G27130	Short Up–Long Down
AT1G30420	Short Up–Long Down
AT1G52290	Short Up–Long Down
AT1G56010	Frequent
AT1G67800	Short Up–Long Down
AT1G73130	Short Up
AT1G74680	Short Up
AT1G80420	Short Up–Long Down
AT2G01650	Short Up
AT2G05320	Short Up
AT2G05520	Short Up
AT2G17440	Short Up–Down
AT2G21630	Short Up
AT2G25250	Short Up
AT2G26300	Short Up
AT2G38000	Short Up
AT2G41560	Frequent
AT2G42170	Short Up
AT2G42320	Frequent
AT2G42840	Frequent
AT2G42890	Frequent
AT2G48030	Frequent
AT3G05160	Frequent
AT3G07010	Frequent
AT3G08670	Short Up–Long Down
AT3G13065	Frequent
AT3G13450	Short Up
AT3G19190	Short Up–Long Down
AT3G19553	Frequent
AT3G20250	Short Up–Long Down
AT3G21810	Short Up
AT3G26180	Short Up–Down
AT3G26600	Short Up–Long Down
AT3G27540	Short Up–Down
AT3G45650	Short Up–Long Down
AT3G47010	Short Up
AT3G50270	Frequent
AT3G62150	Frequent
AT3G62370	Short Up
AT4G09460	Short Up
AT4G12010	Short Up
AT4G13640	Short Up
AT4G20260	Frequent
AT4G23650	Short Up
AT4G25770	Short Up
AT4G26455	Short Up
AT4G27740	Short Up–Long Down
AT4G28710	Short Up–Long Down
AT4G34900	Frequent
AT5G04530	Frequent
AT5G10700	Short Up
AT5G11250	Short Up
AT5G15730	Short Up–Long Down
AT5G24490	Frequent
AT5G40170	Short Up
AT5G40450	Short Up–Long Down
AT5G45490	Short Up–Long Down
AT5G45500	Short Up–Long Down
AT5G58940	Short Up–Long Down
AT5G60280	Short Up
AT5G61540	Short Up–Long Down
AT5G63470	Frequent
AT5G65210	Frequent
AT4G31870	Short Down–Long Up
AT5G13490	Long Up
AT1G03940	Long Up
AT1G26770	Short Down–Long Up
AT1G65060	Short Down–Long Up
AT3G58070	Short Down–Long Up
AT4G37320	Short Down–Long Up
AT5G06410	Long Up
AT5G60540	Long Up
AT1G03495	Long Up
AT1G19140	Long Up
AT1G80300	Long Up
AT2G23000	Short Down–Long Up
AT2G36145	Long Up
AT2G38230	Long Up
AT3G27570	Long Up
AT3G48830	Short Down–Long Up
AT4G35640	Long Up
AT4G39730	Long Up
AT5G03240	Long Up
AT5G05270	Short Down–Long Up
AT5G17220	Long Up
AT5G24990	Short Down–Long Up
AT5G40770	Long Up
AT5G51040	Long Up
AT5G61880	Long Up
AT1G06430	Long Up
AT1G09850	Long Up
AT1G23010	Short Down–Long Up
AT1G52770	Long Up
AT1G54570	Long Up
AT1G54575	Short Down–Long Up
AT1G73990	Long Up
AT1G75770	Long Up
AT2G18230	Short Down–Long Up
AT2G36885	Short Down–Long Up
AT2G40100	Short Down–Long Up
AT3G03060	Short Down–Long Up
AT3G54390	Short Down–Long Up
AT3G55120	Short Down–Long Up
AT4G30470	Short Down–Long Up
AT4G36530	Long Up
AT4G36580	Short Down–Long Up
AT4G39210	Short Down–Long Up
AT5G01410	Short Down–Long Up
AT5G11460	Long Up
AT5G15090	Long Up
AT5G22300	Short Down–Long Up
AT5G47330	Long Up
AT5G51220	Long Up
AT1G06690	Long Up
AT1G28600	Long Up
AT1G30530	Short Down–Long Up
AT1G48370	Long Up
AT2G17280	Long Up
AT2G37240	Long Up
AT2G41905	Long Up
AT3G15352	Long Up
AT3G21750	Short Down–Long Up
AT3G52740	Long Up
AT3G54820	Short Down–Long Up
AT4G15810	Long Up
AT4G22240	Long Up
AT4G22880	Long Up
AT4G26600	Long Up
AT4G27520	Long Up
AT4G27585	Long Up
AT4G38020	Long Up
AT5G01840	Short Down–Long Up
AT5G15700	Short Down–Long Up
AT5G18820	Short Down–Long Up
AT5G26860	Long Up
AT5G42800	Long Up
AT5G48240	Short Down–Long Up
AT5G52450	Short Down–Long Up
AT5G56090	Long Up
AT5G57280	Short Down–Long Up
AT5G62210	Long Up
AT1G02820	Short Down–Long Up
AT1G17460	Long Up
AT1G21460	Short Down–Long Up
AT1G45191	Short Down–Long Up
AT1G62710	Long Up
AT1G65560	Short Down–Long Up
AT1G71850	Short Down–Long Up
AT1G75670	Long Up
AT1G76690	Short Down–Long Up
AT2G02010	Long Up
AT2G18950	Long Up
AT2G19385	Long Up
AT2G37040	Short Down–Long Up
AT2G37770	Short Down–Long Up
AT2G39020	Long Up
AT2G42530	Short Down–Long Up
AT3G08000	Long Up
AT3G10110	Long Up
AT3G11580	Long Up
AT3G13230	Short Down–Long Up
AT3G17830	Short Down–Long Up
AT3G19170	Long Up
AT3G22550	Long Up
AT3G24460	Short Down–Long Up
AT3G28270	Short Down–Long Up
AT3G44990	Short Down–Long Up
AT3G51870	Long Up
AT3G56990	Short Down–Long Up
AT4G01660	Long Up
AT4G12130	Short Down–Long Up
AT4G20020	Short Down–Long Up
AT4G25340	Long Up
AT4G27830	Long Up
AT4G34990	Long Up
AT4G37910	Short Down–Long Up
AT5G01880	Short Down–Long Up
AT5G06510	Short Down–Long Up
AT5G14580	Short Down–Long Up
AT5G14800	Long Up
AT5G16970	Long Up
AT5G17450	Long Up
AT5G20280	Long Up
AT5G22100	Short Down–Long Up
AT5G24460	Long Up
AT5G39850	Short Down–Long Up
AT5G41460	Short Down–Long Up
AT5G50240	Short Down–Long Up
AT5G52380	Short Down–Long Up
AT5G55570	Short Down–Long Up
AT5G58310	Long Up
AT5G60870	Long Up
AT5G62200	Long Up
AT1G03760	Long Up
AT1G07187	Short Down–Long Up
AT1G09300	Long Up
AT1G10370	Short Down–Long Up
AT1G14060	Short Down–Long Up
AT1G16730	Short Down–Long Up
AT1G17050	Short Down–Long Up
AT1G27360	Short Down–Long Up
AT1G31660	Long Up
AT1G51310	Long Up
AT1G57770	Long Up
AT1G63780	Long Up
AT1G74240	Short Down–Long Up
AT1G80150	Short Down–Long Up
AT2G02740	Short Down–Long Up
AT2G15690	Short Down–Long Up
AT2G16365	Long Up
AT2G18900	Short Down–Long Up
AT2G22360	Long Up
AT2G27820	Long Up
AT2G27840	Short Down–Long Up
AT2G33250	Long Up
AT2G34660	Long Up
AT2G41040	Short Down–Long Up
AT3G01510	Long Up
AT3G01800	Long Up
AT3G03950	Long Up
AT3G07860	Short Down–Long Up
AT3G09650	Long Up
AT3G12340	Long Up
AT3G13150	Short Down–Long Up
AT3G13860	Long Up
AT3G14690	Long Up
AT3G17930	Long Up
AT3G18420	Long Up
AT3G21400	Long Up
AT3G27280	Short Down–Long Up
AT3G53630	Long Up
AT3G53940	Long Up
AT3G57000	Long Up
AT3G60360	Long Up
AT4G00620	Short Down–Long Up
AT4G01037	Long Up
AT4G05440	Long Up
AT4G08390	Long Up
AT4G13410	Short Down–Long Up
AT4G15850	Long Up
AT4G16690	Short Down–Long Up
AT4G16750	Short Down–Long Up
AT4G18810	Long Up
AT4G23000	Short Down–Long Up
AT4G25700	Short Down–Long Up
AT4G28590	Long Up
AT4G29400	Short Down–Long Up
AT4G30150	Long Up
AT4G31810	Long Up
AT4G32770	Long Up
AT4G38100	Short Down–Long Up
AT4G39800	Long Up
AT5G01340	Short Down–Long Up
AT5G06550	Short Down–Long Up
AT5G09840	Short Down–Long Up
AT5G11590	Short Down–Long Up
AT5G17780	Short Down–Long Up
AT5G19750	Long Up
AT5G20020	Long Up
AT5G22020	Short Down–Long Up
AT5G24850	Short Down–Long Up
AT5G45140	Long Up
AT5G50800	Short Down–Long Up
AT5G52420	Long Up
AT5G53290	Long Up
AT5G54100	Long Up
AT5G54910	Long Up
AT5G55200	Long Up
AT5G59320	Long Up
AT5G60990	Short Down–Long Up
AT1G01250	Short Down–Long Up
AT1G03860	Long Up
AT1G15420	Long Up
AT1G15440	Short Down–Long Up
AT1G23100	Short Down–Long Up
AT1G23280	Short Down–Long Up
AT1G26470	Long Up
AT1G27940	Short Down–Long Up
AT1G28210	Short Down–Long Up
AT1G30960	Short Down–Long Up
AT1G32900	Short Down–Long Up
AT1G51380	Long Up
AT1G52590	Long Up
AT1G54040	Short Down–Long Up
AT1G55500	Long Up
AT1G60080	Long Up
AT1G60850	Long Up
AT1G72040	Short Down–Long Up
AT1G79260	Long Up
AT2G12190	Long Up
AT2G14520	Short Down–Long Up
AT2G17250	Short Down–Long Up
AT2G17500	Long Up
AT2G22870	Long Up
AT2G23910	Long Up
AT2G29540	Short Down–Long Up
AT2G30320	Long Up
AT2G30490	Short Down–Long Up
AT2G31060	Long Up
AT2G37060	Long Up
AT2G37690	Short Down–Long Up
AT2G38540	Short Down–Long Up
AT2G41670	Short Down–Long Up
AT2G43780	Long Up
AT2G44510	Long Up
AT2G47990	Short Down–Long Up
AT3G10530	Short Down–Long Up
AT3G11270	Long Up
AT3G13110	Long Up
AT3G18600	Short Down–Long Up
AT3G20240	Long Up
AT3G26410	Short Down–Long Up
AT3G29090	Long Up
AT3G44450	Long Up
AT3G44750	Short Down–Long Up
AT3G48250	Short Down–Long Up
AT3G51750	Long Up
AT3G56090	Short Down–Long Up
AT3G61100	Short Down–Long Up
AT4G00026	Long Up
AT4G09500	Short Down–Long Up
AT4G12600	Short Down–Long Up
AT4G15640	Long Up
AT4G17770	Long Up
AT4G21140	Short Down–Long Up
AT4G28450	Long Up
AT4G29590	Long Up
AT4G37090	Long Up
AT4G38380	Short Down–Long Up
AT5G09270	Long Up
AT5G09420	Long Up
AT5G16930	Short Down–Long Up
AT5G19300	Short Down–Long Up
AT5G19440	Long Up
AT5G24160	Long Up
AT5G30495	Long Up
AT5G38890	Long Up
AT5G51720	Long Up
AT5G56500	Long Up
AT5G56950	Long Up
AT5G61030	Short Down–Long Up
AT5G62370	Short Down–Long Up
AT1G03360	Long Up
AT1G04945	Long Up
AT1G14300	Long Up
AT1G15510	Short Down–Long Up
AT1G21190	Long Up
AT1G24490	Long Up
AT1G26740	Long Up
AT1G29320	Long Up
AT1G29940	Long Up
AT1G30240	Long Up
AT1G50380	Long Up
AT1G52030	Long Up
AT1G52930	Short Down–Long Up
AT1G55320	Short Down–Long Up
AT1G63250	Short Down–Long Up
AT1G65030	Short Down–Long Up
AT1G67120	Short Down–Long Up
AT2G17670	Long Up
AT2G20450	Long Up
AT2G22910	Long Up
AT2G32290	Long Up
AT2G35240	Long Up
AT2G37790	Short Down–Long Up
AT2G40360	Short Down–Long Up
AT2G42710	Short Down–Long Up
AT2G45740	Long Up
AT3G03580	Short Down–Long Up
AT3G04950	Long Up
AT3G07750	Long Up
AT3G09720	Short Down–Long Up
AT3G10450	Long Up
AT3G10690	Long Up
AT3G15090	Long Up
AT3G15140	Long Up
AT3G15590	Long Up
AT3G16650	Long Up
AT3G19440	Short Down–Long Up
AT3G22310	Short Down–Long Up
AT3G22330	Long Up
AT3G23940	Long Up
AT3G27550	Short Down–Long Up
AT3G48280	Long Up
AT3G49170	Long Up
AT3G49725	Long Up
AT3G56630	Long Up
AT3G57490	Short Down–Long Up
AT3G57830	Short Down–Long Up
AT3G58660	Short Down–Long Up
AT4G00050	Short Down–Long Up
AT4G00900	Long Up
AT4G04180	Short Down–Long Up
AT4G04790	Short Down–Long Up
AT4G05410	Short Down–Long Up
AT4G15550	Short Down–Long Up
AT4G25630	Short Down–Long Up
AT4G25730	Short Down–Long Up
AT4G27010	Short Down–Long Up
AT4G28510	Long Up
AT4G30800	Short Down–Long Up
AT4G31390	Long Up
AT5G02050	Short Down–Long Up
AT5G02590	Long Up
AT5G08040	Long Up
AT5G11310	Long Up
AT5G11340	Long Up
AT5G12080	Long Up
AT5G13370	Long Up
AT5G14520	Long Up
AT5G15550	Long Up
AT5G16980	Short Down–Long Up
AT5G17270	Long Up
AT5G27395	Long Up
AT5G27660	Long Up
AT5G39350	Long Up
AT5G40480	Short Down–Long Up
AT5G41010	Long Up
AT5G42810	Long Up
AT5G54580	Long Up
AT5G55280	Long Up
AT5G55920	Short Down–Long Up
AT5G60040	Long Up
AT1G02370	Short Down–Long Up
AT1G02870	Short Down–Long Up
AT1G06720	Short Down–Long Up
AT1G07780	Short Down–Long Up
AT1G13810	Short Down–Long Up
AT1G14620	Long Up
AT1G18850	Short Down–Long Up
AT1G21680	Long Up
AT1G27470	Long Up
AT1G29030	Long Up
AT1G29418	Long Up
AT1G32580	Long Up
AT1G44575	Long Up
AT1G45201	Long Up
AT1G47710	Long Up
AT1G48460	Short Down–Long Up
AT1G48920	Long Up
AT1G60640	Short Down–Long Up
AT1G63660	Short Down–Long Up
AT1G64600	Short Down–Long Up
AT1G64660	Short Down–Long Up
AT1G65080	Short Down–Long Up
AT1G69210	Long Up
AT1G70640	Long Up
AT1G71260	Long Up
AT1G80480	Long Up
AT1G80890	Long Up
AT2G03670	Long Up
AT2G14860	Long Up
AT2G19670	Short Down–Long Up
AT2G20390	Long Up
AT2G20490	Short Down–Long Up
AT2G20585	Long Up
AT2G24120	Short Down–Long Up
AT2G24190	Long Up
AT2G27775	Long Up
AT2G29490	Long Up
AT2G29530	Long Up
AT2G32530	Short Down–Long Up
AT2G34260	Short Down–Long Up
AT2G34900	Long Up
AT2G36390	Long Up
AT2G37250	Long Up
AT2G37890	Short Down–Long Up
AT2G42650	Short Down–Long Up
AT2G44860	Short Down–Long Up
AT2G45440	Long Up
AT3G04770	Short Down–Long Up
AT3G06320	Long Up
AT3G07430	Long Up
AT3G08950	Long Up
AT3G13940	Short Down–Long Up
AT3G15000	Long Up
AT3G16810	Short Down–Long Up
AT3G17970	Long Up
AT3G18130	Short Down–Long Up
AT3G18950	Frequent
AT3G20330	Long Up
AT3G21690	Short Down–Long Up
AT3G21740	Long Up
AT3G23020	Long Up
AT3G24320	Long Up
AT3G25940	Short Down–Long Up
AT3G29200	Short Down–Long Up
AT3G44320	Long Up
AT3G47370	Short Down–Long Up
AT3G47833	Long Up
AT3G56070	Short Down–Long Up
AT3G57940	Long Up
AT3G60160	Long Up
AT4G00370	Long Up
AT4G02930	Long Up
AT4G04670	Short Down–Long Up
AT4G04750	Short Down–Long Up
AT4G04940	Short Down–Long Up
AT4G11010	Long Up
AT4G13750	Short Down–Long Up
AT4G14660	Long Up
AT4G15770	Short Down–Long Up
AT4G16630	Short Down–Long Up
AT4G17440	Long Up
AT4G21090	Long Up
AT4G21860	Long Up
AT4G26210	Long Up
AT4G26850	Short Down–Long Up
AT4G28660	Long Up
AT4G28740	Long Up
AT4G35090	Short Down–Long Up
AT4G37310	Short Down–Long Up
AT4G40000	Long Up
AT5G11240	Long Up
AT5G15750	Long Up
AT5G16040	Long Up
AT5G17010	Long Up
AT5G17170	Long Up
AT5G17700	Long Up
AT5G23310	Long Up
AT5G26742	Long Up
AT5G27600	Long Up
AT5G44490	Long Up
AT5G48300	Long Up
AT5G50130	Long Up
AT5G51540	Short Down–Long Up
AT5G54060	Long Up
AT5G61290	Long Up
AT5G61770	Short Down–Long Up
AT5G62290	Long Up
AT5G62990	Long Up
AT5G64680	Long Up
AT5G66540	Long Up
AT1G06270	Long Up
AT1G06550	Short Down–Long Up
AT1G08220	Long Up
AT1G08610	Short Down–Long Up
AT1G11475	Long Up
AT1G13270	Long Up
AT1G13790	Long Up
AT1G15170	Long Up
AT1G15500	Long Up
AT1G18800	Short Down–Long Up
AT1G23820	Long Up
AT1G31800	Long Up
AT1G55040	Short Down–Long Up
AT1G60590	Short Down–Long Up
AT1G61580	Short Down–Long Up
AT1G62390	Long Up
AT1G63810	Long Up
AT1G64500	Short Down–Long Up
AT1G65700	Long Up
AT1G68990	Short Down–Long Up
AT1G73770	Long Up
AT1G74560	Short Down–Long Up
AT1G77030	Short Down–Long Up
AT1G80245	Long Up
AT1G80270	Short Down–Long Up
AT1G80720	Short Down–Long Up
AT1G80750	Short Down–Long Up
AT2G03090	Short Down–Long Up
AT2G15000	Short Down–Long Up
AT2G18220	Long Up
AT2G20530	Long Up
AT2G25355	Long Up
AT2G25570	Long Up
AT2G27510	Long Up
AT2G29200	Long Up
AT2G33210	Long Up
AT2G34357	Long Up
AT2G36630	Frequent
AT2G37270	Long Up
AT2G37600	Short Down–Long Up
AT2G37990	Long Up
AT2G40700	Long Up
AT2G43650	Short Down–Long Up
AT2G46610	Long Up
AT2G47790	Long Up
AT2G47800	Short Down–Long Up
AT3G03780	Short Down–Long Up
AT3G03920	Short Down–Long Up
AT3G05810	Long Up
AT3G06035	Short Down–Long Up
AT3G06530	Short Down–Long Up
AT3G07110	Long Up
AT3G10350	Long Up
AT3G10940	Long Up
AT3G12860	Short Down–Long Up
AT3G14390	Short Down–Long Up
AT3G18580	Long Up
AT3G22660	Short Down–Long Up
AT3G23620	Short Down–Long Up
AT3G23710	Long Up
AT3G23830	Short Down–Long Up
AT3G44970	Long Up
AT3G46210	Long Up
AT3G52390	Long Up
AT3G53560	Long Up
AT3G57150	Short Down–Long Up
AT3G61320	Long Up
AT3G61920	Long Up
AT4G01560	Long Up
AT4G02990	Long Up
AT4G04840	Long Up
AT4G09730	Short Down–Long Up
AT4G10450	Short Down–Long Up
AT4G15570	Long Up
AT4G15910	Long Up
AT4G16700	Long Up
AT4G24450	Long Up
AT4G25100	Short Down–Long Up
AT4G26810	Long Up
AT4G27340	Long Up
AT4G29840	Long Up
AT4G30840	Short Down–Long Up
AT4G31120	Long Up
AT4G31310	Long Up
AT4G32050	Long Up
AT4G32520	Long Up
AT4G38150	Short Down–Long Up
AT5G03650	Long Up
AT5G05580	Short Down–Long Up
AT5G05990	Short Down–Long Up
AT5G16060	Long Up
AT5G16750	Short Down–Long Up
AT5G17240	Short Down–Long Up
AT5G20380	Long Up
AT5G23535	Long Up
AT5G23730	Short Down–Long Up
AT5G25120	Short Down–Long Up
AT5G26570	Long Up
AT5G27120	Short Down–Long Up
AT5G38530	Long Up
AT5G50810	Long Up
AT5G55050	Long Up
AT5G58490	Long Up
AT5G59980	Long Up
AT5G61350	Short Down–Long Up
AT5G64080	Short Down–Long Up
AT5G65880	Long Up
AT5G66860	Long Up
AT5G67330	Short Down–Long Up
AT1G04900	Short Down–Long Up
AT1G05750	Long Up
AT1G07420	Long Up
AT1G07440	Short Down–Long Up
AT1G09490	Long Up
AT1G10270	Short Down–Long Up
AT1G10490	Short Down–Long Up
AT1G13030	Short Down–Long Up
AT1G14810	Long Up
AT1G16300	Long Up
AT1G16430	Long Up
AT1G18400	Short Down–Long Up
AT1G18630	Long Up
AT1G20490	Long Up
AT1G26340	Long Up
AT1G29250	Short Down–Long Up
AT1G30680	Long Up
AT1G34030	Short Down–Long Up
AT1G45110	Long Up
AT1G45332	Long Up
AT1G48200	Long Up
AT1G49410	Long Up
AT1G49540	Long Up
AT1G49740	Long Up
AT1G49760	Long Up
AT1G50450	Long Up
AT1G52160	Long Up
AT1G52370	Long Up
AT1G66580	Short Down–Long Up
AT1G68470	Long Up
AT1G76300	Long Up
AT1G77170	Long Up
AT1G77400	Short Down–Long Up
AT1G78020	Short Down–Long Up
AT1G79150	Short Down–Long Up
AT1G79560	Long Up
AT1G79470	Short Down–Long Up
AT1G79490	Short Down–Long Up
AT2G05632	Short Down–Long Up
AT2G14460	Short Down–Long Up
AT2G17240	Long Up
AT2G18330	Short Down–Long Up
AT2G19640	Short Down–Long Up
AT2G23350	Long Up
