GeneID	classification
AT3G10640	Short Up
AT3G11010	Short Up
AT3G11420	Short Up
AT3G12750	Short Up
AT3G12800	Short–Long Up
AT3G13350	Short–Long Up
AT3G16030	Short Up
AT3G20300	Short–Long Up
AT3G22200	Short Up
AT3G22845	Short Up
AT3G23560	Short–Long Up
AT3G23810	Short–Long Up
AT3G24090	Short Up
AT3G24840	Short Up
AT3G26980	Short Up
AT3G28007	Short–Long Up
AT3G44720	Short–Long Up
AT3G45040	Short Up–Down
AT3G45970	Frequent
AT3G46900	Short Up–Long Down
AT3G48070	Short–Long Up
AT3G50770	Short Up–Down
AT3G50900	Short Up–Down
AT3G52710	Short Up–Down
AT3G53880	Short–Long Up
AT3G54020	Short Up
AT3G54680	Short–Long Up
AT3G55340	Short Up
AT3G57600	Short Up
AT3G59140	Short–Long Up
AT3G59350	Short Up–Down
AT3G60540	Short Up–Down
AT3G60910	Short Up
AT4G01010	Short Up
AT4G01915	Short Up
AT4G02330	Short Up–Down
AT4G02940	Short–Long Up
AT4G08590	Short Up
AT4G09900	Short–Long Up
AT4G12310	Short Up
AT4G13520	Short–Long Up
AT4G15760	Frequent
AT4G16490	Short Up
AT4G17840	Short–Long Up
AT4G18580	Short–Long Up
AT4G19610	Short Up
AT4G21850	Frequent
AT4G23210	Short Up–Long Down
AT4G23750	Short Up–Long Down
AT4G24920	Short Up
AT4G26400	Short Up
AT4G29670	Short Up
AT4G29950	Short Up
AT4G32610	Short Up
AT4G32800	Frequent
AT4G35290	Short–Long Up
AT4G36710	Short Up
AT4G37980	Short–Long Up
AT4G38710	Short Up
AT5G01520	Short–Long Up
AT5G01670	Short–Long Up
AT5G02810	Short Up
AT5G03380	Short Up–Long Down
AT5G04760	Short–Long Up
AT5G05190	Frequent
AT5G07920	Short Up
AT5G08310	Short–Long Up
AT5G10550	Short Up
AT5G11270	Short Up
AT5G12890	Short–Long Up
AT5G13170	Short–Long Up
AT5G13360	Short–Long Up
AT5G18040	Short–Long Up
AT5G22860	Short–Long Up
AT5G23050	Short Up
AT5G24210	Short Up
AT5G25610	Short–Long Up
AT5G26160	Short Up
AT5G26170	Short Up
AT5G37350	Short Up
AT5G40600	Short Up
AT5G41070	Short–Long Up
AT5G42130	Short Up
AT5G42110	Short Up
AT5G42830	Frequent
AT5G46410	Short Up
AT5G48540	Short Up
AT5G49280	Frequent
AT5G51260	Short Up
AT5G54720	Frequent
AT5G55620	Frequent
AT5G55730	Short Up
AT5G56860	Short Up
AT5G58110	Short Up
AT5G58290	Short–Long Up
AT5G59050	Short–Long Up
AT5G59920	Short Up–Long Down
AT5G60790	Short–Long Up
AT5G61310	Short Up
AT5G61640	Short–Long Up
AT5G61590	Frequent
AT5G62470	Short Up
AT5G63370	Short Up
AT5G65490	Short–Long Up
AT5G66790	Frequent
AT5G67290	Short Up
AT5G67370	Frequent
ATCG00340	Short Up–Down
AT1G01770	Short Up
AT1G03270	Short Up–Down
AT1G06210	Short Up
AT1G07030	Short Up
AT1G08230	Short–Long Up
AT1G08630	Short–Long Up
AT1G08845	Short Up
AT1G09210	Short Up
AT1G13195	Short–Long Up
AT1G17020	Short–Long Up
AT1G18360	Short Up
AT1G18870	Short Up–Down
AT1G20620	Frequent
AT1G20890	Short–Long Up
AT1G24280	Short Up–Down
AT1G25550	Frequent
AT1G25560	Frequent
AT1G26690	Short Up
AT1G27385	Short–Long Up
AT1G27410	Short–Long Up
AT1G27910	Short Up
AT1G32090	Short Up–Down
AT1G32330	Short Up
AT1G32380	Short Up
AT1G32520	Short Up
AT1G35710	Short Up–Long Down
AT1G36160	Short–Long Up
AT1G48030	Short Up
AT1G51270	Frequent
AT1G53240	Short Up
AT1G53540	Short Up
AT1G55300	Short Up
AT1G58200	Short Up–Down
AT1G58360	Short–Long Up
AT1G59840	Short Up
AT1G60650	Short Up
AT1G61260	Short Up
AT1G63440	Short–Long Up
AT1G66180	Short Up–Long Down
AT1G66880	Short Up
AT1G68670	Short Up
AT1G69250	Short–Long Up
AT1G70980	Short Up
AT1G72660	Short Up
AT1G73600	Frequent
AT1G74640	Short Up
AT1G74750	Short–Long Up
AT1G74780	Short Up
AT1G76680	Short Up
AT1G77120	Short–Long Up
AT1G77210	Frequent
AT1G77440	Short–Long Up
AT1G78150	Short Up
AT1G79600	Short–Long Up
AT1G80440	Frequent
AT2G02710	Short Up–Down
AT2G14610	Short Up
AT2G14880	Short Up
AT2G16770	Short Up
AT2G17300	Short Up–Down
AT2G19810	Frequent
AT2G21330	Short Up
AT2G21940	Short Up
AT2G22590	Short–Long Up
AT2G24550	Frequent
AT2G24960	Short Up
AT2G26170	Short Up
AT2G29990	Short Up–Down
AT2G31380	Short Up–Long Down
AT2G31670	Short Up
AT2G33830	Frequent
AT2G37340	Short–Long Up
AT2G37520	Short Up
AT2G38400	Short Up–Down
AT2G39350	Short–Long Up
AT2G39950	Short Up
AT2G40400	Short Up
AT2G40960	Short Up
AT2G41705	Short Up
AT2G44670	Short Up–Long Down
AT2G44940	Short Up–Down
AT2G45000	Short Up
AT2G45900	Short–Long Up
AT2G46690	Short Up
AT3G01590	Short–Long Up
AT3G02480	Short–Long Up
AT3G03900	Short–Long Up
AT3G04130	Short–Long Up
AT3G05180	Short–Long Up
AT3G05500	Short Up
AT3G06550	Short Up
AT3G08505	Short Up–Down
AT3G09455	Short Up
AT3G11340	Short Up–Down
AT3G14067	Short–Long Up
AT3G17510	Short Up
AT3G19990	Short–Long Up
AT3G20470	Short Up–Down
AT3G22750	Short Up–Down
AT3G23110	Short Up–Down
AT3G23410	Short Up
AT3G25700	Short Up
AT3G26220	Short Up–Down
AT3G27010	Short–Long Up
AT3G27250	Short–Long Up
AT3G27350	Short Up
AT3G44190	Short Up
AT3G47090	Short Up
AT3G48090	Short Up–Long Down
AT3G48440	Short Up–Down
AT3G48610	Short Up
AT3G50620	Short Up
AT3G50920	Short Up
AT3G53180	Short Up
AT3G53780	Short Up
AT3G53980	Short–Long Up
AT3G55090	Short–Long Up
AT3G55630	Short Up
AT3G56300	Short Up
AT3G57590	Short Up
AT3G59390	Short–Long Up
AT3G59530	Short–Long Up
AT3G60080	Short Up
AT3G60720	Short Up
AT3G61880	Short–Long Up
AT3G62420	Short Up–Down
AT3G62550	Frequent
AT4G00430	Short Up
AT4G02005	Short Up
AT4G06744	Short Up
AT4G08850	Short Up–Long Down
AT4G08950	Frequent
AT4G09350	Short Up
AT4G12300	Short Up
AT4G12490	Frequent
AT4G12880	Short–Long Up
AT4G12917	Short Up–Down
AT4G12970	Short Up
AT4G13460	Short Up
AT4G13540	Short Up
AT4G18390	Short–Long Up
AT4G19430	Short Up
AT4G20820	Short–Long Up
AT4G23490	Short Up
AT4G23493	Short Up
AT4G24220	Short–Long Up
AT4G24700	Short Up
AT4G25200	Short Up
AT4G25810	Short–Long Up
AT4G27680	Short–Long Up
AT4G28480	Short Up
AT4G29050	Frequent
AT4G29070	Short Up
AT4G29900	Short Up
AT4G31550	Short Up
AT4G32450	Short Up
AT4G32920	Short Up
AT4G34090	Short Up
AT4G34131	Frequent
AT4G34240	Short–Long Up
AT4G36380	Short Up
AT4G38620	Short Up
AT5G02020	Short–Long Up
AT5G03200	Short Up
AT5G03370	Short–Long Up
AT5G06960	Short Up
AT5G07180	Short–Long Up
AT5G09820	Frequent
AT5G10946	Short–Long Up
AT5G11770	Short–Long Up
AT5G13730	Short–Long Up
AT5G16990	Short–Long Up
AT5G17860	Frequent
AT5G18270	Short–Long Up
AT5G19730	Short Up
AT5G19855	Short–Long Up
AT5G20700	Short–Long Up
AT5G20900	Short Up
AT5G20910	Short–Long Up
AT5G22270	Frequent
AT5G24870	Short Up
AT5G27760	Short–Long Up
AT5G39020	Frequent
AT5G41600	Short Up
AT5G41620	Short Up
AT5G42220	Short Up
AT5G42900	Frequent
AT5G42990	Short Up
AT5G44070	Short Up–Long Down
AT5G45275	Short–Long Up
AT5G45280	Short Up
AT5G47420	Short Up
AT5G49900	Short Up–Down
AT5G50170	Short–Long Up
AT5G51740	Short Up
AT5G51820	Short–Long Up
AT5G52060	Short Up
AT5G52660	Short–Long Up
AT5G53200	Short Up
AT5G53590	Short Up
AT5G57345	Short–Long Up
AT5G57790	Short–Long Up
AT5G58120	Short Up
AT5G58787	Short Up
AT5G61190	Short Up
AT5G62140	Short Up
AT5G66610	Short–Long Up
AT5G67610	Short Up
ATCG00130	Short Up
AT1G01320	Short Up
AT1G02400	Short Up
AT1G03310	Short–Long Up
AT1G04940	Short Up
AT1G07010	Short Up
AT1G07220	Short Up
AT1G07250	Short Up
AT1G07610	Short Up
AT1G09250	Short Up
AT1G10170	Short–Long Up
AT1G12400	Short–Long Up
AT1G13260	Frequent
AT1G13730	Short Up
AT1G14590	Short Up
AT1G15160	Short Up
AT1G15950	Short Up
AT1G16040	Short Up
AT1G18750	Short Up
AT1G28760	Short Up–Down
AT1G28960	Short–Long Up
AT1G29260	Short Up
AT1G29600	Frequent
AT1G30460	Short Up
AT1G31350	Short Up
AT1G32240	Short Up
AT1G33590	Frequent
AT1G33720	Short Up–Down
AT1G33960	Short Up–Long Down
AT1G46554	Short–Long Up
AT1G50020	Short–Long Up
AT1G51100	Short Up
AT1G52690	Short–Long Up
AT1G54290	Short Up
AT1G55850	Short Up–Down
AT1G58470	Short–Long Up
AT1G63350	Frequent
AT1G65500	Short–Long Up
AT1G67470	Short Up
AT1G68050	Short Up–Down
AT1G68190	Frequent
AT1G68660	Short–Long Up
AT1G68690	Short Up
AT1G69295	Short–Long Up
AT1G70730	Short Up
AT1G71340	Short Up
AT1G71697	Short Up
AT1G71810	Short Up
AT1G72030	Short Up
AT1G72275	Short Up
AT1G74020	Short Up
AT1G74300	Frequent
AT1G74700	Short Up
AT1G76180	Short Up–Down
AT1G76360	Frequent
AT1G76390	Short Up
AT1G80780	Short Up
AT2G04160	Short–Long Up
AT2G13810	Short Up
AT2G15620	Short Up
AT2G15960	Frequent
AT2G17230	Frequent
AT2G17730	Short Up
AT2G18170	Short Up–Down
AT2G25900	Frequent
AT2G26800	Short Up
AT2G28305	Short Up
AT2G29120	Short Up
AT2G30550	Short–Long Up
AT2G30766	Frequent
AT2G31570	Short–Long Up
AT2G33255	Short Up
AT2G34630	Short Up
AT2G35760	Short Up
AT2G37170	Short Up–Long Down
AT2G38740	Short–Long Up
AT2G40900	Short Up
AT2G41120	Short–Long Up
AT2G42450	Short–Long Up
AT2G44660	Short Up
AT2G46535	Short Up
AT2G46630	Short Up
AT2G46660	Frequent
AT2G46735	Short Up
AT2G48100	Short Up
AT3G06410	Short Up
AT3G10820	Short Up
AT3G14280	Short Up
AT3G16100	Short Up
AT3G16780	Short Up
AT3G18750	Short Up
AT3G18870	Short Up–Down
AT3G19080	Short Up
AT3G20500	Short–Long Up
AT3G23530	Short–Long Up
AT3G27220	Short Up–Down
AT3G27240	Short–Long Up
AT3G44300	Short–Long Up
AT3G44880	Short–Long Up
AT3G46230	Short Up
AT3G47510	Short–Long Up
AT3G47540	Short Up
AT3G50650	Short Up–Down
AT3G51520	Short Up
AT3G51895	Short Up
AT3G52930	Short Up
AT3G53810	Short Up
AT3G55620	Short Up
AT3G56270	Short Up
AT3G58990	Frequent
AT3G59220	Short Up
AT3G60190	Short Up
AT3G61560	Short Up
AT3G62410	Short Up
AT4G00270	Short–Long Up
AT4G00970	Frequent
AT4G01593	Short Up
AT4G01610	Short Up
AT4G01950	Frequent
AT4G02280	Short–Long Up
AT4G02890	Short Up
AT4G03260	Short Up
AT4G03400	Short Up
AT4G03510	Frequent
AT4G04620	Short–Long Up
AT4G05050	Short Up
AT4G05390	Short–Long Up
AT4G09150	Short Up
AT4G13930	Short Up
AT4G13990	Frequent
AT4G14746	Short Up
AT4G15260	Short Up–Down
AT4G16410	Short Up
AT4G16960	Short Up
AT4G17390	Short Up
AT4G18050	Short–Long Up
AT4G18130	Short Up
AT4G21680	Short–Long Up
AT4G22980	Short Up
AT4G23050	Short–Long Up
AT4G27350	Short Up
AT4G27450	Frequent
AT4G28270	Frequent
AT4G29130	Short Up
AT4G30280	Frequent
AT4G30390	Short Up
AT4G32730	Short Up
AT4G33540	Short–Long Up
AT4G33950	Short–Long Up
AT4G34050	Short–Long Up
AT4G34180	Short Up
AT5G02230	Short Up
AT5G02430	Short Up
AT5G03340	Short Up
AT5G03470	Frequent
AT5G04080	Short–Long Up
AT5G06220	Short–Long Up
AT5G06370	Short–Long Up
AT5G06870	Frequent
AT5G11920	Short Up–Long Down
AT5G12940	Short Up–Long Down
AT5G13330	Short–Long Up
AT5G14730	Frequent
AT5G15260	Short Up
AT5G15870	Short Up
AT5G20360	Short Up
AT5G20830	Short–Long Up
AT5G22350	Short Up
AT5G24530	Frequent
AT5G24810	Short Up
AT5G25140	Short Up–Long Down
AT5G26770	Short Up–Down
AT5G28840	Short Up
AT5G34930	Short Up
AT5G35460	Short Up
AT5G36160	Short–Long Up
AT5G38710	Frequent
AT5G40540	Short Up
AT5G45110	Short Up–Down
AT5G45820	Frequent
AT5G50450	Short Up–Down
AT5G52300	Short–Long Up
AT5G52870	Short Up
AT5G54080	Short Up–Down
AT5G55700	Short–Long Up
AT5G56350	Short–Long Up
AT5G57140	Short–Long Up
AT5G57910	Short–Long Up
AT5G58380	Short Up
AT5G59400	Short Up
AT5G61210	Short Up
AT5G62090	Short Up
AT5G62840	Short Up
AT5G64250	Short–Long Up
AT5G64960	Short Up
ATCG00120	Short Up
AT1G02340	Frequent
AT1G03370	Short Up
AT1G04250	Short Up
AT1G05680	Short–Long Up
AT1G07180	Short Up
AT1G13640	Short Up
AT1G18890	Short Up
AT1G19770	Frequent
AT1G20640	Short Up
AT1G22280	Short Up–Down
AT1G22850	Short Up
AT1G24150	Short Up–Down
AT1G25370	Short Up
AT1G29395	Frequent
AT1G30700	Short–Long Up
AT1G31580	Short Up–Long Down
AT1G32450	Frequent
AT1G32780	Short Up–Down
AT1G42550	Short Up
AT1G42970	Short Up
AT1G47128	Short–Long Up
AT1G47530	Short Up
AT1G48040	Short Up
AT1G49010	Short Up
AT1G49130	Frequent
AT1G50260	Short–Long Up
AT1G51060	Short Up
AT1G53460	Short Up
AT1G53580	Short–Long Up
AT1G54830	Short–Long Up
AT1G55510	Short–Long Up
AT1G56140	Short Up–Down
AT1G61740	Short Up–Long Down
AT1G62510	Short Up
AT1G64380	Short Up–Down
AT1G64770	Short–Long Up
AT1G65800	Short Up
AT1G65845	Short Up–Long Down
AT1G66910	Short Up
AT1G67850	Short Up
AT1G69935	Short Up
AT1G70580	Short–Long Up
AT1G71040	Short Up
AT1G72490	Short–Long Up
AT1G72930	Short Up–Long Down
AT1G73750	Short Up–Long Down
AT1G75020	Short Up
AT1G75800	Short Up–Down
AT1G75980	Short Up
AT1G76150	Short Up
AT1G76930	Short Up
AT1G78995	Short Up–Down
AT1G80850	Frequent
AT2G15090	Frequent
AT2G15880	Frequent
AT2G16430	Short–Long Up
AT2G16900	Short Up
AT2G18670	Frequent
AT2G20830	Short Up
AT2G21180	Short–Long Up
AT2G21620	Short Up–Down
AT2G21650	Short Up–Long Down
AT2G22010	Short Up
AT2G22300	Short Up–Down
AT2G30140	Short–Long Up
AT2G31790	Short Up
AT2G32240	Short Up
AT2G34460	Short Up
AT2G35660	Short–Long Up
AT2G35900	Short–Long Up
AT2G38240	Short Up
AT2G38820	Short Up
AT2G41210	Short–Long Up
AT2G41500	Short Up
AT2G42270	Short Up
AT2G43290	Short Up–Down
AT2G43950	Short Up
AT2G45660	Frequent
AT2G46310	Short Up–Down
AT2G47490	Short Up
AT2G47770	Short–Long Up
AT3G01100	Short–Long Up
AT3G01500	Short Up
AT3G05200	Short Up–Down
AT3G08030	Short Up
AT3G08980	Short Up
AT3G09010	Frequent
AT3G11470	Short Up
AT3G12120	Short Up–Down
AT3G12740	Short Up
AT3G14130	Short–Long Up
AT3G14420	Short Up
AT3G15350	Short–Long Up
AT3G15450	Frequent
AT3G15510	Frequent
AT3G15810	Short Up
AT3G16250	Short Up–Down
AT3G17070	Short–Long Up
AT3G17520	Short–Long Up
AT3G18320	Short Up
AT3G20200	Short Up
AT3G20630	Short Up
AT3G23910	Short–Long Up
AT3G25545	Short–Long Up
AT3G25882	Short Up–Down
AT3G27090	Short Up
AT3G41768	Short Up
AT3G47340	Frequent
AT3G48700	Short–Long Up
AT3G49000	Short Up
AT3G51420	Short Up
AT3G51530	Short Up
AT3G51980	Short Up
AT3G52750	Short Up
AT3G54130	Short Up
AT3G55970	Short Up
AT3G56400	Frequent
AT3G57330	Frequent
AT3G60210	Short Up
AT3G61060	Frequent
AT3G62190	Short Up
AT3G63110	Frequent
AT4G00700	Short Up–Long Down
AT4G03820	Short–Long Up
AT4G10250	Short Up
AT4G10400	Short Up
AT4G10500	Short Up–Down
AT4G11300	Frequent
AT4G11330	Short Up–Long Down
AT4G12030	Short Up
AT4G13550	Short–Long Up
AT4G13670	Short Up
AT4G14040	Short Up–Long Down
AT4G15660	Short Up–Long Down
AT4G16950	Short Up–Long Down
AT4G16957	Short Up–Long Down
AT4G19440	Short Up
AT4G20480	Short Up
AT4G20870	Short Up
AT4G21940	Short–Long Up
AT4G22200	Short Up
AT4G26700	Short Up
AT4G28490	Short Up–Down
AT4G30570	Short Up
AT4G30490	Short Up
AT4G31750	Short Up
AT4G32590	Short Up
AT4G33150	Frequent
AT4G33940	Short Up
AT4G35110	Short Up
AT4G36670	Frequent
AT4G37470	Short Up
AT4G37530	Short Up–Down
AT4G37990	Short Up
AT4G38960	Short Up–Long Down
AT5G01820	Short–Long Up
AT5G02290	Short Up–Down
AT5G02830	Short Up
AT5G03100	Short–Long Up
AT5G07690	Short Up–Long Down
AT5G08130	Short Up
AT5G08570	Short Up
AT5G10170	Short Up–Long Down
AT5G10740	Short Up
AT5G13650	Frequent
AT5G17380	Short–Long Up
AT5G17310	Short Up
AT5G17520	Short Up
AT5G18670	Frequent
AT5G19120	Frequent
AT5G19900	Short Up
AT5G21100	Short Up
AT5G21940	Frequent
AT5G22140	Short–Long Up
AT5G25220	Short–Long Up
AT5G25280	Frequent
AT5G38420	Short Up–Long Down
AT5G38510	Short Up–Down
AT5G40020	Short–Long Up
AT5G40930	Short–Long Up
AT5G41900	Short Up
AT5G42740	Short Up
AT5G42960	Short Up
AT5G43920	Short Up
AT5G46180	Short–Long Up
AT5G47640	Short Up
AT5G49360	Frequent
AT5G50780	Short Up
AT5G51170	Short Up
AT5G54165	Short Up
AT5G54510	Short Up
AT5G55070	Short–Long Up
AT5G55970	Short Up
AT5G56550	Frequent
AT5G57610	Short Up
AT5G58160	Short Up
AT5G58340	Short Up
AT5G59450	Short Up
AT5G60270	Short Up
AT5G61390	Short–Long Up
AT5G62480	Short–Long Up
AT5G62910	Short Up
AT5G63830	Short Up
AT5G65630	Short Up
AT5G65683	Short Up
AT5G65750	Short–Long Up
AT5G66080	Short Up–Down
AT5G66640	Short Up–Down
AT5G66740	Frequent
AT5G67200	Short Up–Down
ATCG00670	Short–Long Up
AT1G01240	Frequent
AT1G02816	Short Up
AT1G03220	Short Up–Down
AT1G03905	Short–Long Up
AT1G05540	Short Up
AT1G06240	Short Up
AT1G09230	Short Up
AT1G10050	Short Up
AT1G10240	Short Up
AT1G12780	Frequent
AT1G15165	Short Up
AT1G15670	Frequent
AT1G16310	Short–Long Up
AT1G19400	Short Up
AT1G20220	Short Up
AT1G21910	Frequent
AT1G22160	Frequent
AT1G22400	Short Up–Down
AT1G23800	Short–Long Up
AT1G28260	Short Up–Down
AT1G28330	Frequent
AT1G29170	Short Up
AT1G29465	Short Up–Down
AT1G31820	Short Up–Down
AT1G32440	Short–Long Up
AT1G42470	Short Up
AT1G42540	Short Up
AT1G43800	Frequent
AT1G46480	Short–Long Up
AT1G53170	Short Up–Long Down
AT1G53440	Frequent
AT1G55870	Short Up
AT1G58290	Short Up–Long Down
AT1G60710	Short Up
AT1G61215	Short Up
AT1G62660	Short Up
AT1G65870	Frequent
AT1G68740	Short Up–Down
AT1G70250	Short Up
AT1G71030	Frequent
AT1G71480	Short Up
AT1G72230	Short Up
AT1G73650	Short–Long Up
AT1G74940	Frequent
AT1G77310	Short Up
AT1G78850	Frequent
AT1G79430	Short Up
AT1G80670	Short Up
AT2G03500	Short Up
AT2G04240	Short Up–Down
AT2G13360	Short Up
AT2G17520	Short Up
AT2G18240	Short Up
AT2G19650	Frequent
AT2G20670	Frequent
AT2G21300	Short Up
AT2G22190	Short Up–Down
AT2G23170	Short–Long Up
AT2G23290	Frequent
AT2G23690	Frequent
AT2G24280	Short Up
AT2G26080	Short Up
AT2G26290	Short–Long Up
AT2G27150	Short–Long Up
AT2G28630	Frequent
AT2G30160	Short Up
AT2G30750	Frequent
AT2G30930	Frequent
AT2G31730	Frequent
AT2G32960	Short Up–Down
AT2G33150	Short Up
AT2G33770	Short–Long Up
AT2G37100	Short Up
AT2G37110	Short Up
AT2G38870	Short Up
AT2G39250	Short Up
AT2G39270	Short–Long Up
AT2G40320	Short–Long Up
AT2G41170	Short Up–Long Down
AT2G45960	Short Up–Long Down
AT2G46160	Short Up
AT2G46340	Short Up
AT3G01435	Short Up
AT3G02720	Short Up
AT3G03320	Short Up
AT3G04870	Short–Long Up
AT3G07350	Frequent
AT3G09840	Short–Long Up
AT3G13784	Short–Long Up
AT3G14595	Short Up
AT3G15115	Short Up
AT3G16150	Short Up–Down
AT3G16350	Short Up
AT3G17810	Short Up
AT3G22810	Short Up
AT3G24420	Short Up–Down
AT3G26570	Short Up–Long Down
AT3G28345	Frequent
AT3G28740	Short–Long Up
AT3G44380	Short Up
AT3G51920	Short Up
AT3G59500	Short Up
AT3G61640	Short Up
AT4G00490	Short Up
AT4G01120	Short Up
AT4G02130	Frequent
AT4G02520	Short Up
AT4G05631	Short–Long Up
AT4G10360	Short Up
AT4G11840	Frequent
AT4G12480	Short–Long Up
AT4G13340	Frequent
AT4G13940	Short Up
AT4G14430	Short Up
AT4G15450	Short Up–Down
AT4G16563	Frequent
AT4G17680	Frequent
AT4G18197	Frequent
AT4G18950	Short Up
AT4G22220	Short–Long Up
AT4G22530	Frequent
AT4G22920	Short–Long Up
AT4G23770	Short Up
AT4G24790	Short Up
AT4G24810	Short Up–Down
AT4G26990	Short Up
AT4G27260	Frequent
AT4G27370	Short Up
AT4G27540	Short Up
AT4G28100	Short Up
AT4G28730	Short Up
AT4G30270	Frequent
AT4G30290	Short Up
AT4G32295	Short Up
AT4G33070	Short–Long Up
AT4G34190	Short–Long Up
AT4G34610	Short Up
AT4G35270	Short Up
AT4G35560	Short Up
AT4G35770	Frequent
AT4G37540	Frequent
AT4G37610	Frequent
AT4G37640	Short Up
AT4G38400	Frequent
AT4G39955	Short–Long Up
AT5G01450	Frequent
AT5G03230	Frequent
AT5G04480	Short Up–Down
AT5G04910	Short–Long Up
AT5G06530	Frequent
AT5G09810	Short Up
AT5G10650	Short Up
AT5G12840	Short Up
AT5G13800	Short–Long Up
AT5G17660	Short Up
AT5G18360	Short Up–Down
AT5G19600	Short Up
AT5G20250	Frequent
AT5G20540	Short Up
AT5G24420	Short Up–Long Down
AT5G25130	Short–Long Up
AT5G25210	Frequent
AT5G35690	Short–Long Up
AT5G36910	Short Up–Long Down
AT5G38410	Short Up
AT5G39580	Short–Long Up
AT5G40250	Short Up
AT5G42720	Short Up
AT5G43190	Short Up–Down
AT5G43630	Short Up
AT5G43950	Short Up
AT5G44500	Short Up
AT5G47050	Short Up
AT5G48840	Short Up
AT5G50920	Short–Long Up
AT5G55860	Short Up
AT5G56270	Short Up–Down
AT5G56750	Short Up–Down
AT5G56850	Short Up
AT5G56870	Frequent
AT5G58650	Short Up
AT5G60120	Short Up
AT5G60680	Frequent
AT5G65207	Frequent
AT5G66450	Short Up
AT5G67360	Short–Long Up
AT1G01050	Short Up
AT1G01060	Short Up–Long Down
AT1G03080	Short Up
AT1G03740	Frequent
AT1G04120	Short Up
AT1G04540	Short Up–Long Down
AT1G05010	Short Up–Long Down
AT1G07630	Short Up
AT1G09520	Short Up
AT1G10640	Short Up–Down
AT1G11175	Short Up–Down
AT1G11260	Frequent
AT1G11400	Short Up
AT1G11580	Frequent
AT1G12420	Short Up
AT1G13080	Frequent
AT1G13440	Frequent
AT1G13710	Short Up
AT1G14970	Short Up
AT1G15550	Short Up–Down
AT1G15970	Short Up
AT1G16320	Short Up
AT1G22180	Short Up
AT1G22530	Frequent
AT1G22550	Frequent
AT1G23090	Short Up–Long Down
AT1G23390	Frequent
AT1G26580	Short Up–Down
AT1G28010	Short Up–Long Down
AT1G31335	Short Up–Long Down
AT1G32127	Short Up
AT1G33700	Short Up–Long Down
AT1G34780	Short Up
AT1G49500	Frequent
AT1G49710	Short Up
AT1G51860	Short Up–Long Down
AT1G52827	Short Up
AT1G55520	Short Up
AT1G56430	Short Up–Down
AT1G61210	Short Up
AT1G61660	Short Up
AT1G62250	Short Up
AT1G62305	Short Up
AT1G64610	Short Up–Down
AT1G66330	Short Up
AT1G66840	Short Up
AT1G68238	Frequent
AT1G68300	Short Up
AT1G68840	Frequent
AT1G69523	Short Up
AT1G69680	Short Up
AT1G69760	Short Up–Down
AT1G70590	Short Up
AT1G71140	Short–Long Up
AT1G71950	Short Up
AT1G73870	Frequent
AT1G74230	Short Up
AT1G75750	Short Up–Long Down
AT1G76350	Short Up
AT1G76440	Short Up
AT1G78000	Frequent
AT1G78450	Frequent
AT1G78540	Short Up
AT1G79160	Short Up
AT1G79710	Short Up
AT1G80920	Frequent
AT2G01620	Short Up
AT2G02230	Short Up
AT2G03800	Short Up
AT2G05440	Short Up
AT2G05510	Short–Long Up
AT2G16070	Short Up
AT2G15970	Short Up–Down
AT2G17705	Frequent
AT2G17880	Frequent
AT2G18350	Short Up–Down
AT2G23450	Short Up–Down
AT2G24940	Short–Long Up
AT2G25200	Frequent
AT2G26600	Short Up
AT2G35840	Short–Long Up
AT2G36880	Short Up
AT2G36950	Short Up–Down
AT2G37050	Short Up
AT2G37090	Short Up
AT2G37130	Frequent
AT2G38010	Short Up
AT2G39110	Short–Long Up
AT2G39400	Frequent
AT2G42975	Short Up
AT2G45600	Short Up
AT3G01180	Short Up
AT3G01420	Short–Long Up
AT3G01660	Short Up–Down
AT3G02380	Short Up–Long Down
AT3G04720	Short Up–Long Down
AT3G06270	Short Up
AT3G10370	Short Up
AT3G10420	Short Up–Long Down
AT3G10720	Short Up–Long Down
AT3G10840	Short Up–Down
AT3G12320	Short Up–Long Down
AT3G14660	Short–Long Up
AT3G14770	Short Up
AT3G16190	Short–Long Up
AT3G17000	Short Up
AT3G17740	Short Up
AT3G18830	Frequent
AT3G20310	Short Up
AT3G22060	Short Up–Long Down
AT3G23000	Short Up
AT3G23030	Short Up–Long Down
AT3G27400	Short Up–Down
AT3G27870	Short–Long Up
AT3G28140	Short Up
AT3G30775	Frequent
AT3G47070	Short Up
AT3G47570	Frequent
AT3G47730	Short Up
AT3G48310	Short Up
AT3G48320	Short Up
AT3G48530	Short Up–Down
AT3G52430	Frequent
AT3G53420	Short Up–Long Down
AT3G54200	Short Up
AT3G55130	Short Up–Long Down
AT3G55240	Frequent
AT3G55800	Short Up
AT3G58620	Frequent
AT3G59210	Short Up–Down
AT3G59880	Short Up–Long Down
AT3G60140	Short–Long Up
AT3G61580	Short Up
AT3G62070	Frequent
AT3G62330	Short Up
AT3G62720	Frequent
AT4G01026	Short Up–Long Down
AT4G02425	Short Up
AT4G02920	Short Up
AT4G03430	Short Up
AT4G04800	Short–Long Up
AT4G12040	Short Up
AT4G12120	Short Up–Long Down
AT4G13770	Short Up
AT4G14100	Short Up
AT4G15670	Short Up–Long Down
AT4G16780	Short Up–Down
AT4G17070	Short Up
AT4G17410	Short Up
AT4G17420	Short Up
