Gene1	Gene2	Correlation	Gene1_class	Gene2_class	Gene1_direction	Gene2_direction	Gene1_total	Gene2_total	Gene1_TF	Gene2_TF	Gene1_photoreceptor	Gene2_photoreceptor	Gene1_known	Gene2_known	interaction_type	same_class	same_direction	source	Gene1_label	Gene2_label	Gene1_tf_family	Gene2_tf_family
AT1G30330	AT1G69040	0.36030962773974057	Short Down	Frequent	Down	Down	3	12	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	FALSE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Frequent	ARF	NA
AT1G72830	AT4G12730	0.3601562989331281	Short Down	Short–Long Down	Down	Down	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	NF-YA	NA
AT1G52150	AT1G20720	0.3599059344989171	Short Down	Short Down	Down	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT5G65310	AT1G07670	0.35890538396548866	Short Down–Long Up	Short Up	Down	Up	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down–Long Up	Short Up	HD-ZIP	NA
AT3G07340	AT2G30600	0.358720165040199	Short–Long Down	Frequent	Down	Down	8	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Frequent	bHLH	NA
AT4G36990	AT5G05410	0.35843038181035164	Short Up–Down	Short–Long Up	Mixed	Up	15	17	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	TF, Short–Long Up	HSF	ERF
AT2G26150	AT2G47730	0.35834041342665535	Short Up–Down	Short Up–Long Down	Mixed	Up	15	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Long Down	HSF	NA
AT1G30330	AT1G27460	0.35825150732538175	Short Down	Short–Long Down	Down	Down	3	6	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	FALSE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Short–Long Down	ARF	NA
AT5G04410	AT3G24500	0.3570376843035151	Short Up	Frequent	Up	Up	8	14	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Frequent	NAC	NA
AT4G17460	AT4G23840	0.35699492423466467	Short–Long Down	Short Down	Down	Down	8	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	HD-ZIP	NA
AT4G17500	AT1G73500	0.35686512913637447	Short Up	Short Up–Long Down	Up	Up	14	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	ERF	NA
AT1G01260	AT3G10985	0.3568334859139295	Short Up	Short Up	Up	Up	4	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT1G69690	AT5G26230	0.3567793609694636	Short Down	Short Down	Down	Down	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TCP	NA
AT5G05410	AT4G17250	0.3562625007418839	Short–Long Up	Short Up	Up	Up	17	11	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	ERF	NA
AT5G26170	AT5G43910	0.355468577612903	Short Up	Short Up–Long Down	Up	Up	8	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT5G26170	AT3G60415	0.355034249464296	Short Up	Short Up–Long Down	Up	Up	8	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT2G22770	AT4G34710	0.3549515362508611	Short Up	Short–Long Up	Up	Up	10	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	bHLH	NA
AT5G48250	AT5G14920	0.3542813905191249	Short–Long Up	Short–Long Down	Up	Down	8	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Down	CO-like	NA
AT4G36990	AT2G33590	0.35425151597539256	Short Up–Down	Short Up	Mixed	Up	15	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT2G26150	AT1G07400	0.35407002174518926	Short Up–Down	Frequent	Mixed	Up	15	16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	HSF	NA
AT5G64810	AT4G04490	0.35401069279283703	Short Up	Short Up	Up	Up	6	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT1G68130	AT4G37310	0.35368551187350705	Short Down	Short Down–Long Up	Down	Down	10	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	C2H2	NA
AT1G69690	AT3G20510	0.35342419049100327	Short Down	Short Up	Down	Up	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	TCP	NA
AT5G26170	AT1G08450	0.35320373659105203	Short Up	Short Up–Long Down	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT2G26150	AT4G22740	0.352822476590101	Short Up–Down	Short Up	Mixed	Up	15	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT4G36900	AT5G53060	0.352459805158278	Short Up	Short Up	Up	Up	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	ERF	NA
AT1G79840	AT1G06360	0.35245493673794026	Short–Long Up	Short–Long Down	Up	Down	4	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Down	HD-ZIP	NA
AT5G65310	AT3G47750	0.3522636328011293	Short Down–Long Up	Short Down	Down	Down	9	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down	HD-ZIP	NA
AT2G23760	AT5G03170	0.351601534485824	Short Down	Short Down	Down	Down	6	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	TALE	NA
AT5G60690	AT3G22760	0.35153779467638874	Short Down	Short Down	Down	Down	3	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	TF, Short Down	HD-ZIP	CPP
AT4G27240	AT1G79630	0.35129673992920213	Short–Long Down	Short Down	Down	Down	9	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	C2H2	NA
AT5G60200	AT1G59970	0.3508224694701094	Short Down	Short Down	Down	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Dof	NA
AT5G26170	AT5G24200	0.3507927545904219	Short Up	Short Up	Up	Up	8	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT1G69780	AT4G18050	0.3507862556987188	Short–Long Down	Short Down	Down	Down	7	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	HD-ZIP	NA
AT5G26170	AT2G47130	0.35074555110072525	Short Up	Short Up	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT5G60690	AT4G38520	0.3505750115452519	Short Down	Short Down	Down	Down	3	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT3G07340	AT2G27050	0.35020533942839666	Short–Long Down	Short–Long Down	Down	Down	8	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	TF, Short–Long Down	bHLH	EIL
AT2G46510	AT5G63370	0.3498287493859507	Short Up	Short Up	Up	Up	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT1G18330	AT3G07090	0.34978028088575375	Short Up	Short Up	Up	Up	8	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	MYB_related	NA
AT5G48250	AT2G01990	0.34962839569104903	Short–Long Up	Short Down	Up	Down	8	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	CO-like	NA
AT5G60690	AT5G10240	0.34958833302965775	Short Down	Short Down–Long Up	Down	Down	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down–Long Up	HD-ZIP	NA
AT5G60200	AT5G35740	0.3491824488666872	Short Down	Short Down	Down	Down	4	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Dof	NA
AT3G07340	AT1G09440	0.3490554221688296	Short–Long Down	Short–Long Down	Down	Down	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT5G59780	AT4G17500	0.34884627316305616	Frequent	Short Up	Down	Up	10	14	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	TF, Short Up	MYB	ERF
AT3G07340	AT1G77990	0.3486459891470958	Short–Long Down	Short Down	Down	Down	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	bHLH	NA
AT5G48250	AT5G23575	0.34824814728883335	Short–Long Up	Short–Long Up	Up	Up	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	CO-like	NA
AT3G51910	AT3G09440	0.3480511562137315	Short Up–Down	Frequent	Mixed	Up	16	15	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	HSF	NA
AT3G54390	AT5G53590	0.3477070461433237	Short Down–Long Up	Short Down	Down	Down	7	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down	Trihelix	NA
AT4G29100	AT2G17260	0.34755668227955	Short Down	Short Down	Down	Down	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	bHLH	NA
AT1G56650	AT2G04400	0.34723896577744334	Short–Long Up	Short Up	Up	Up	10	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	MYB	NA
AT1G52150	AT5G09460	0.3470953801294137	Short Down	Short Down	Down	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT2G26150	AT1G10970	0.346794142440286	Short Up–Down	Short Up	Mixed	Up	15	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT1G52150	AT2G20240	0.3466936673392522	Short Down	Short Down	Down	Down	4	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT3G07340	AT2G33170	0.34622028711949815	Short–Long Down	Short–Long Down	Down	Down	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT5G65310	AT1G12845	0.34591570080554607	Short Down–Long Up	Short–Long Up	Down	Up	9	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down–Long Up	Short–Long Up	HD-ZIP	NA
AT4G34590	AT2G12400	0.3458576223350732	Short–Long Up	Short Up	Up	Up	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	bZIP	NA
AT2G22770	AT3G25180	0.3453554481583241	Short Up	Short Up	Up	Up	10	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT1G68130	AT2G25590	0.3450696490619454	Short Down	Short Up	Down	Up	10	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	C2H2	NA
AT2G22200	AT4G18440	0.34504784293100565	Short Up	Frequent	Up	Up	9	14	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Frequent	ERF	NA
AT3G51910	AT1G10970	0.3448091454407993	Short Up–Down	Short Up	Mixed	Up	16	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT5G26170	AT3G11010	0.34395070050275134	Short Up	Short Up–Long Down	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT5G26170	AT1G08050	0.343645299200156	Short Up	Short Up	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT2G22200	AT4G24350	0.3436230560798282	Short Up	Short–Long Up	Up	Up	9	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	ERF	NA
AT5G23280	AT3G26700	0.3435109807315111	Short–Long Down	Short Down	Down	Down	5	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	TCP	NA
AT2G44730	AT3G02700	0.3434699282228072	Short Down	Short Down	Down	Down	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Trihelix	NA
AT2G26150	AT5G58787	0.34331387547133063	Short Up–Down	Short Up	Mixed	Up	15	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	HSF	NA
AT1G52150	AT5G19290	0.3431750333856218	Short Down	Short–Long Down	Down	Down	4	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	HD-ZIP	NA
AT5G60200	AT3G55110	0.3431100991936481	Short Down	Frequent	Down	Up	4	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Frequent	Dof	NA
AT5G60690	AT5G47180	0.34307317546840405	Short Down	Short Up	Down	Up	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	HD-ZIP	NA
AT5G60200	AT3G18280	0.3428627118816237	Short Down	Short Down	Down	Down	4	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Dof	NA
AT5G60200	AT5G48230	0.34211885235519596	Short Down	Short Down	Down	Down	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	Dof	NA
AT5G60200	AT5G03190	0.3419063401749285	Short Down	Short Up	Down	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	Dof	NA
AT3G02990	AT2G26140	0.34135281544775214	Short Up	Short Up	Up	Up	5	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	HSF	NA
AT2G46510	AT1G30040	0.3412648630678295	Short Up	Short Up	Up	Up	9	11	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bHLH	NA
AT2G27050	AT5G07080	0.34107314925728505	Short–Long Down	Short Down	Down	Down	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	EIL	NA
AT5G05410	AT3G10020	0.3402173439078628	Short–Long Up	Short Up–Long Down	Up	Up	17	18	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up–Long Down	ERF	NA
AT5G26170	AT1G21240	0.33992392991934234	Short Up	Short Up	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT5G37020	AT1G28680	0.33984004482646085	Short–Long Down	Short Down	Down	Down	6	3	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	FALSE	TRUE	GENIE&WGCNA	Photoreceptor, Short–Long Down	Short Down	ARF	NA
AT5G60200	AT4G34590	0.3396382079757427	Short Down	Short–Long Up	Down	Up	4	8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	TF, Short–Long Up	Dof	bZIP
AT3G51910	AT1G74320	0.3392086682922312	Short Up–Down	Short Up–Long Down	Mixed	Up	16	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Long Down	HSF	NA
AT2G33860	AT4G28250	0.33886936923530864	Short Down	Short Down	Down	Down	6	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	ARF	NA
AT2G22770	AT4G24830	0.33845290483503543	Short Up	Short Down–Long Up	Up	Down	10	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short Down–Long Up	bHLH	NA
AT3G51910	AT1G07400	0.3379011374306921	Short Up–Down	Frequent	Mixed	Up	16	16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	HSF	NA
AT5G59780	AT4G15260	0.3378281735541528	Frequent	Short Up–Long Down	Down	Up	10	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short Up–Long Down	MYB	NA
AT1G49720	AT1G67660	0.3375874205419557	Short Up	Short–Long Up	Up	Up	10	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	bZIP	NA
AT4G09460	AT5G37540	0.3375861109142146	Short Up	Short Up	Up	Up	4	12	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	MYB	NA
AT2G26150	AT4G28480	0.33724304208492745	Short Up–Down	Short Up–Long Down	Mixed	Up	15	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Long Down	HSF	NA
AT5G64810	AT3G60540	0.33716816732582844	Short Up	Short Up	Up	Up	6	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT2G26150	AT5G53400	0.33695248042345627	Short Up–Down	Short Up–Down	Mixed	Mixed	15	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Down	HSF	NA
AT1G73360	AT2G21130	0.3363329790071105	Short Down	Short–Long Up	Down	Up	4	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short–Long Up	HD-ZIP	NA
AT4G36900	AT5G55120	0.33626172785742564	Short Up	Short Up	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	ERF	NA
AT1G49720	AT2G31360	0.33589633683640924	Short Up	Short–Long Up	Up	Up	10	7	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	bZIP	NA
AT3G07340	AT1G29400	0.3356110250541804	Short–Long Down	Short–Long Down	Down	Down	8	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT1G28050	AT1G80120	0.33552194092087945	Short–Long Up	Short Up	Up	Up	10	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	CO-like	NA
AT5G26170	AT3G51330	0.33542788132871054	Short Up	Short Up	Up	Up	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	WRKY	NA
AT2G35700	AT4G13930	0.33533846139256956	Short Down	Short Down	Down	Down	8	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	ERF	NA
AT1G68130	AT5G57785	0.3350950702913136	Short Down	Short Down	Down	Down	10	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	C2H2	NA
AT5G60890	AT5G53060	0.3348373172997819	Short Up	Short Up	Up	Up	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	MYB	NA
AT5G26170	AT1G35230	0.33473670374825765	Short Up	Short Up–Long Down	Up	Up	8	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT5G26170	AT3G25010	0.3346616058958323	Short Up	Short Up–Long Down	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up–Long Down	WRKY	NA
AT3G07340	AT1G60140	0.33461876109607885	Short–Long Down	Short–Long Down	Down	Down	8	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
AT1G30330	AT4G22290	0.3345661382606986	Short Down	Short–Long Down	Down	Down	3	5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	FALSE	TRUE	GENIE&WGCNA	Photoreceptor, Short Down	Short–Long Down	ARF	NA
AT5G05410	AT1G26800	0.33427338627102027	Short–Long Up	Frequent	Up	Mixed	17	16	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Frequent	ERF	NA
AT5G48250	AT4G32340	0.33402654691144623	Short–Long Up	Short Up–Down	Up	Mixed	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Up–Down	CO-like	NA
AT3G51910	AT5G47120	0.33395888060108553	Short Up–Down	Short Up–Long Down	Mixed	Up	16	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up–Long Down	HSF	NA
AT4G29100	AT3G23430	0.33371162663366694	Short Down	Short–Long Down	Down	Down	3	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	bHLH	NA
AT4G17230	AT3G06500	0.3336109786090712	Short Up	Short Up	Up	Up	16	13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	GRAS	NA
AT3G58120	AT4G11130	0.3335431657374286	Frequent	Short Down	Down	Down	8	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short Down	bZIP	NA
AT3G07340	AT1G03520	0.3332990063410337	Short–Long Down	Short–Long Down	Down	Down	8	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	bHLH	NA
